# units are Tesla, degrees, mm and s
#
# Local coordinate system origin: x0=218.0, y0=24.0, z0=60.0
#
# Scanned matrices:
# 1
#
# Gaussmeter filter = 0
#
# mag ang	probe ang	x glob	y glob	z glob	x local	y local	z local	X Bfield		Y Bfield	Z Bfield	V Bfield	time			range
0	0	220.0	22.0	80.0	2.0	-2.0	20.0	0.21153	-0.20064	-0.12161	0.31589	6028	20210930	155120	aaa	
0	0	220.0	22.0	90.0	2.0	-2.0	30.0	0.25176	-0.25266	-0.08645	0.367	6038	20210930	155130	aaa	
0	0	220.0	22.0	100.0	2.0	-2.0	40.0	0.2781	-0.27755	-0.05514	0.39675	6048	20210930	155140	aaa	
0	0	220.0	22.0	110.0	2.0	-2.0	50.0	0.2913	-0.2886	-0.0313	0.4113	6058	20210930	155149	aaa	
0	0	220.0	22.0	120.0	2.0	-2.0	60.0	0.2905	-0.2887	-0.011683	0.4097	6068	20210930	155159	aaa	
0	0	220.0	22.0	130.0	2.0	-2.0	70.0	0.2852	-0.2837	0.003885	0.4023	6078	20210930	155209	aaa	
0	0	220.0	22.0	140.0	2.0	-2.0	80.0	0.2723	-0.2744	0.03137	0.3879	6088	20210930	155219	aaa	
0	0	220.0	22.0	150.0	2.0	-2.0	90.0	0.2537	-0.2551	0.06776	0.3661	6097	20210930	155229	aaa	
0	0	220.0	22.0	160.0	2.0	-2.0	100.0	0.23	-0.2276	0.09778	0.338	6107	20210930	155239	aaa	
0	0	220.0	22.0	170.0	2.0	-2.0	110.0	0.1849	-0.17925	0.11897	0.28368	6117	20210930	155249	aaa	
0	0	220.0	22.0	180.0	2.0	-2.0	120.0	0.12346	-0.12291	0.1284	0.21642	6127	20210930	155258	aaa	
0	0	220.0	22.0	190.0	2.0	-2.0	130.0	0.07937	-0.07828	0.12179	0.1651	6137	20210930	155308	aaa	
0	0	220.0	22.0	200.0	2.0	-2.0	140.0	0.0517	-0.04885	0.10292	0.1251	6146	20210930	155318	aaa	
0	0	220.0	22.0	210.0	2.0	-2.0	150.0	0.03372	-0.03055	0.0818	0.0936	6156	20210930	155328	aaa	
0	0	220.0	22.0	220.0	2.0	-2.0	160.0	0.02218	-0.019413	0.0633	0.06983	6166	20210930	155338	aaa	
0	0	220.0	22.0	230.0	2.0	-2.0	170.0	0.014807	-0.012634	0.04856	0.05231	6176	20210930	155347	aaa	
0	0	222.0	22.0	230.0	4.0	-2.0	170.0	0.013545	-0.011985	0.04967	0.05286	6184	20210930	155355	aaa	
0	0	222.0	22.0	220.0	4.0	-2.0	160.0	0.020556	-0.018254	0.06507	0.07065	6194	20210930	155405	aaa	
0	0	222.0	22.0	210.0	4.0	-2.0	150.0	0.03178	-0.02848	0.08465	0.0948	6204	20210930	155415	aaa	
0	0	222.0	22.0	200.0	4.0	-2.0	140.0	0.04972	-0.04542	0.10751	0.12686	6213	20210930	155425	aaa	
0	0	222.0	22.0	190.0	4.0	-2.0	130.0	0.07821	-0.07461	0.1291	0.16838	6223	20210930	155435	aaa	
0	0	222.0	22.0	180.0	4.0	-2.0	120.0	0.12423	-0.13125	0.13991	0.22855	6233	20210930	155445	aaa	
0	0	222.0	22.0	170.0	4.0	-2.0	110.0	0.1869	-0.22278	0.13046	0.31872	6243	20210930	155454	aaa	
0	0	222.0	22.0	160.0	4.0	-2.0	100.0	0.23423	-0.285	0.10359	0.3831	6253	20210930	155504	aaa	
0	0	222.0	22.0	150.0	4.0	-2.0	90.0	0.25918	-0.3104	0.07088	0.4105	6262	20210930	155514	aaa	
0	0	222.0	22.0	140.0	4.0	-2.0	80.0	0.27842	-0.3282	0.03308	0.4317	6272	20210930	155524	aaa	
0	0	222.0	22.0	130.0	4.0	-2.0	70.0	0.2894	-0.3336	0.004113	0.4416	6282	20210930	155534	aaa	
0	0	222.0	22.0	120.0	4.0	-2.0	60.0	0.2947	-0.3381	-0.012321	0.4486	6292	20210930	155543	aaa	
0	0	222.0	22.0	110.0	4.0	-2.0	50.0	0.2961	-0.3398	-0.03319	0.4518	6302	20210930	155553	aaa	
0	0	222.0	22.0	100.0	4.0	-2.0	40.0	0.2827	-0.3277	-0.0607	0.437	6312	20210930	155603	aaa	
0	0	222.0	22.0	90.0	4.0	-2.0	30.0	0.2576	-0.3038	-0.09354	0.4092	6322	20210930	155613	aaa	
0	0	222.0	22.0	80.0	4.0	-2.0	20.0	0.2153	-0.2497	-0.13423	0.356	6331	20210930	155623	aaa	
0	0	222.0	22.0	70.0	4.0	-2.0	10.0	0.14961	-0.1516	-0.15191	0.26161	6341	20210930	155633	aaa	
0	0	222.0	22.0	60.0	4.0	-2.0	0.0	0.09395	-0.08393	-0.14303	0.1906	6351	20210930	155643	aaa	
0	0	222.0	22.0	50.0	4.0	-2.0	-10.0	0.06031	-0.05113	-0.12138	0.14486	6361	20210930	155652	aaa	
0	0	222.0	22.0	40.0	4.0	-2.0	-20.0	0.03915	-0.03208	-0.09656	0.10903	6371	20210930	155702	aaa	
0	0	222.0	22.0	30.0	4.0	-2.0	-30.0	0.02567	-0.02044	-0.07447	0.08138	6380	20210930	155712	aaa	
0	0	222.0	22.0	20.0	4.0	-2.0	-40.0	0.017087	-0.013294	-0.0568	0.06078	6390	20210930	155722	aaa	
0	0	222.0	22.0	10.0	4.0	-2.0	-50.0	0.011616	-0.00883	-0.04334	0.04573	6400	20210930	155732	aaa	
0	0	224.0	22.0	10.0	6.0	-2.0	-50.0	0.010505	-0.008376	-0.04407	0.04607	6408	20210930	155739	aaa	
0	0	224.0	22.0	20.0	6.0	-2.0	-40.0	0.015619	-0.012507	-0.05797	0.06133	6418	20210930	155749	aaa	
0	0	224.0	22.0	30.0	6.0	-2.0	-30.0	0.023784	-0.019072	-0.07638	0.08224	6428	20210930	155759	aaa	
0	0	224.0	22.0	40.0	6.0	-2.0	-20.0	0.03695	-0.02967	-0.09975	0.11044	6438	20210930	155809	aaa	
0	0	224.0	22.0	50.0	6.0	-2.0	-10.0	0.05819	-0.04738	-0.12666	0.14722	6447	20210930	155819	aaa	
0	0	224.0	22.0	60.0	6.0	-2.0	0.0	0.09281	-0.08127	-0.15202	0.19578	6457	20210930	155828	aaa	
0	0	224.0	22.0	70.0	6.0	-2.0	10.0	0.15044	-0.16825	-0.16674	0.2806	6467	20210930	155838	aaa	
0	0	224.0	22.0	80.0	6.0	-2.0	20.0	0.21907	-0.3021	-0.14745	0.4013	6477	20210930	155848	aaa	
0	0	224.0	22.0	90.0	6.0	-2.0	30.0	0.26283	-0.3581	-0.10038	0.4553	6487	20210930	155858	aaa	
0	0	224.0	22.0	100.0	6.0	-2.0	40.0	0.2861	-0.3806	-0.06628	0.4808	6496	20210930	155908	aaa	
0	0	224.0	22.0	110.0	6.0	-2.0	50.0	0.2993	-0.3936	-0.03489	0.4957	6506	20210930	155918	aaa	
0	0	224.0	22.0	120.0	6.0	-2.0	60.0	0.297	-0.3897	-0.012966	0.4902	6516	20210930	155928	aaa	
0	0	224.0	22.0	130.0	6.0	-2.0	70.0	0.2917	-0.3855	0.004091	0.4835	6526	20210930	155937	aaa	
0	0	224.0	22.0	140.0	6.0	-2.0	80.0	0.2825	-0.3844	0.0346	0.4783	6536	20210930	155947	aaa	
0	0	224.0	22.0	150.0	6.0	-2.0	90.0	0.2626	-0.367	0.0742	0.4573	6546	20210930	155957	aaa	
0	0	224.0	22.0	160.0	6.0	-2.0	100.0	0.2371	-0.3445	0.10957	0.4323	6556	20210930	160007	aaa	
0	0	224.0	22.0	170.0	6.0	-2.0	110.0	0.18827	-0.2684	0.14228	0.3574	6565	20210930	160017	aaa	
0	0	224.0	22.0	180.0	6.0	-2.0	120.0	0.12393	-0.13938	0.15179	0.24047	6575	20210930	160026	aaa	
0	0	224.0	22.0	190.0	6.0	-2.0	130.0	0.07634	-0.07087	0.13654	0.17174	6585	20210930	160036	aaa	
0	0	224.0	22.0	200.0	6.0	-2.0	140.0	0.04735	-0.04201	0.11206	0.12871	6595	20210930	160046	aaa	
0	0	224.0	22.0	210.0	6.0	-2.0	150.0	0.0296	-0.02641	0.08743	0.09601	6605	20210930	160056	aaa	
0	0	224.0	22.0	220.0	6.0	-2.0	160.0	0.018793	-0.017082	0.06677	0.07143	6614	20210930	160106	aaa	
0	0	224.0	22.0	230.0	6.0	-2.0	170.0	0.012192	-0.011322	0.05072	0.05338	6624	20210930	160116	aaa	
0	0	226.0	22.0	230.0	8.0	-2.0	170.0	0.010761	-0.010646	0.05167	0.05384	6632	20210930	160123	aaa	
0	0	226.0	22.0	220.0	8.0	-2.0	160.0	0.016884	-0.015888	0.06835	0.07217	6642	20210930	160133	aaa	
0	0	226.0	22.0	210.0	8.0	-2.0	150.0	0.027163	-0.024318	0.09011	0.0972	6652	20210930	160143	aaa	
0	0	226.0	22.0	200.0	8.0	-2.0	140.0	0.04451	-0.03854	0.11657	0.13059	6662	20210930	160153	aaa	
0	0	226.0	22.0	190.0	8.0	-2.0	130.0	0.07366	-0.0668	0.14412	0.17509	6671	20210930	160203	aaa	
0	0	226.0	22.0	180.0	8.0	-2.0	120.0	0.12243	-0.14634	0.16415	0.2517	6681	20210930	160213	aaa	
0	0	226.0	22.0	170.0	8.0	-2.0	110.0	0.18938	-0.317	0.15466	0.4004	6691	20210930	160222	aaa	
0	0	226.0	22.0	160.0	8.0	-2.0	100.0	0.24001	-0.4072	0.11571	0.4866	6701	20210930	160232	aaa	
0	0	226.0	22.0	150.0	8.0	-2.0	90.0	0.2656	-0.4254	0.07778	0.5075	6711	20210930	160242	aaa	
0	0	226.0	22.0	140.0	8.0	-2.0	80.0	0.2861	-0.4433	0.03594	0.5288	6721	20210930	160252	aaa	
0	0	226.0	22.0	130.0	8.0	-2.0	70.0	0.293	-0.4393	0.00392	0.528	6730	20210930	160302	aaa	
0	0	226.0	22.0	120.0	8.0	-2.0	60.0	0.2981	-0.4437	-0.013717	0.5347	6740	20210930	160312	aaa	
0	0	226.0	22.0	110.0	8.0	-2.0	50.0	0.3012	-0.4505	-0.03626	0.5431	6750	20210930	160322	aaa	
0	0	226.0	22.0	100.0	8.0	-2.0	40.0	0.2881	-0.4362	-0.07197	0.5277	6760	20210930	160331	aaa	
0	0	226.0	22.0	90.0	8.0	-2.0	30.0	0.2664	-0.4159	-0.10666	0.5053	6770	20210930	160341	aaa	
0	0	226.0	22.0	80.0	8.0	-2.0	20.0	0.222	-0.3577	-0.16117	0.4509	6780	20210930	160351	aaa	
0	0	226.0	22.0	70.0	8.0	-2.0	10.0	0.15015	-0.18406	-0.18243	0.29951	6789	20210930	160401	aaa	
0	0	226.0	22.0	60.0	8.0	-2.0	0.0	0.09072	-0.07812	-0.16111	0.20073	6799	20210930	160411	aaa	
0	0	226.0	22.0	50.0	8.0	-2.0	-10.0	0.05554	-0.04359	-0.13195	0.14965	6809	20210930	160420	aaa	
0	0	226.0	22.0	40.0	8.0	-2.0	-20.0	0.03444	-0.02724	-0.10283	0.11182	6819	20210930	160430	aaa	
0	0	226.0	22.0	30.0	8.0	-2.0	-30.0	0.02173	-0.017666	-0.07819	0.08306	6829	20210930	160440	aaa	
0	0	226.0	22.0	20.0	8.0	-2.0	-40.0	0.014052	-0.011706	-0.05904	0.06181	6839	20210930	160450	aaa	
0	0	226.0	22.0	10.0	8.0	-2.0	-50.0	0.009334	-0.007912	-0.04473	0.04637	6848	20210930	160500	aaa	
0	0	226.0	24.0	10.0	8.0	0.0	-50.0	0.009734	-0.009119	-0.04404	0.04601	6856	20210930	160508	aaa	
0	0	226.0	24.0	20.0	8.0	0.0	-40.0	0.014763	-0.013319	-0.05801	0.06132	6866	20210930	160518	aaa	
0	0	226.0	24.0	30.0	8.0	0.0	-30.0	0.023023	-0.019764	-0.07661	0.0824	6876	20210930	160527	aaa	
0	0	226.0	24.0	40.0	8.0	0.0	-20.0	0.03673	-0.02978	-0.10042	0.111	6886	20210930	160537	aaa	
0	0	226.0	24.0	50.0	8.0	0.0	-10.0	0.05918	-0.04624	-0.12783	0.14826	6895	20210930	160547	aaa	
0	0	226.0	24.0	60.0	8.0	0.0	0.0	0.09341	-0.0803	-0.15083	0.19475	6905	20210930	160557	aaa	
0	0	226.0	24.0	70.0	8.0	0.0	10.0	0.1344	-0.18282	-0.15034	0.27219	6915	20210930	160607	aaa	
0	0	226.0	24.0	80.0	8.0	0.0	20.0	0.17233	-0.3467	-0.13768	0.4109	6925	20210930	160616	aaa	
0	0	226.0	24.0	90.0	8.0	0.0	30.0	0.21464	-0.4046	-0.10145	0.4691	6935	20210930	160626	aaa	
0	0	226.0	24.0	100.0	8.0	0.0	40.0	0.23696	-0.4284	-0.06448	0.4938	6945	20210930	160636	aaa	
0	0	226.0	24.0	110.0	8.0	0.0	50.0	0.24977	-0.4415	-0.03643	0.5086	6955	20210930	160646	aaa	
0	0	226.0	24.0	120.0	8.0	0.0	60.0	0.24772	-0.4381	-0.011534	0.5034	6964	20210930	160656	aaa	
0	0	226.0	24.0	130.0	8.0	0.0	70.0	0.24225	-0.4343	0.002909	0.4973	6974	20210930	160706	aaa	
0	0	226.0	24.0	140.0	8.0	0.0	80.0	0.23198	-0.4338	0.0367	0.4933	6984	20210930	160716	aaa	
0	0	226.0	24.0	150.0	8.0	0.0	90.0	0.2096	-0.4187	0.07479	0.4742	6994	20210930	160725	aaa	
0	0	226.0	24.0	160.0	8.0	0.0	100.0	0.18218	-0.3974	0.10896	0.4506	7004	20210930	160735	aaa	
0	0	226.0	24.0	170.0	8.0	0.0	110.0	0.14498	-0.3096	0.12617	0.3644	7013	20210930	160745	aaa	
0	0	226.0	24.0	180.0	8.0	0.0	120.0	0.11463	-0.14721	0.13892	0.2326	7023	20210930	160755	aaa	
0	0	226.0	24.0	190.0	8.0	0.0	130.0	0.07759	-0.06902	0.13594	0.17107	7033	20210930	160805	aaa	
0	0	226.0	24.0	200.0	8.0	0.0	140.0	0.048	-0.04109	0.11281	0.1293	7043	20210930	160814	aaa	
0	0	226.0	24.0	210.0	8.0	0.0	150.0	0.02924	-0.02663	0.08781	0.0963	7053	20210930	160824	aaa	
0	0	226.0	24.0	220.0	8.0	0.0	160.0	0.018039	-0.017759	0.06686	0.07149	7063	20210930	160834	aaa	
0	0	226.0	24.0	230.0	8.0	0.0	170.0	0.0114	-0.012063	0.05068	0.05333	7073	20210930	160844	aaa	
0	0	224.0	24.0	230.0	6.0	0.0	170.0	0.012817	-0.012724	0.04967	0.05285	7080	20210930	160852	aaa	
0	0	224.0	24.0	220.0	6.0	0.0	160.0	0.019919	-0.018917	0.06514	0.0707	7090	20210930	160902	aaa	
0	0	224.0	24.0	210.0	6.0	0.0	150.0	0.03164	-0.02869	0.08491	0.09505	7100	20210930	160911	aaa	
0	0	224.0	24.0	200.0	6.0	0.0	140.0	0.05078	-0.04451	0.10802	0.12739	7110	20210930	160921	aaa	
0	0	224.0	24.0	190.0	6.0	0.0	130.0	0.08001	-0.07299	0.12875	0.16824	7119	20210930	160931	aaa	
0	0	224.0	24.0	180.0	6.0	0.0	120.0	0.11545	-0.14004	0.13196	0.22439	7129	20210930	160941	aaa	
0	0	224.0	24.0	170.0	6.0	0.0	110.0	0.14599	-0.26391	0.12036	0.32473	7139	20210930	160951	aaa	
0	0	224.0	24.0	160.0	6.0	0.0	100.0	0.18192	-0.338	0.10269	0.3973	7149	20210930	161000	aaa	
0	0	224.0	24.0	150.0	6.0	0.0	90.0	0.20865	-0.3621	0.07108	0.4239	7159	20210930	161010	aaa	
0	0	224.0	24.0	140.0	6.0	0.0	80.0	0.23061	-0.3779	0.03426	0.444	7169	20210930	161020	aaa	
0	0	224.0	24.0	130.0	6.0	0.0	70.0	0.24321	-0.3823	0.003223	0.4531	7179	20210930	161030	aaa	
0	0	224.0	24.0	120.0	6.0	0.0	60.0	0.24904	-0.3862	-0.011542	0.4598	7188	20210930	161040	aaa	
0	0	224.0	24.0	110.0	6.0	0.0	50.0	0.25031	-0.3879	-0.03421	0.4629	7198	20210930	161050	aaa	
0	0	224.0	24.0	100.0	6.0	0.0	40.0	0.23746	-0.3755	-0.05999	0.4483	7208	20210930	161059	aaa	
0	0	224.0	24.0	90.0	6.0	0.0	30.0	0.21333	-0.3505	-0.09375	0.4209	7218	20210930	161109	aaa	
0	0	224.0	24.0	80.0	6.0	0.0	20.0	0.17188	-0.2946	-0.12777	0.3643	7227	20210930	161119	aaa	
0	0	224.0	24.0	70.0	6.0	0.0	10.0	0.1343	-0.16738	-0.14223	0.25745	7237	20210930	161129	aaa	
0	0	224.0	24.0	60.0	6.0	0.0	0.0	0.09517	-0.08332	-0.14271	0.19071	7247	20210930	161139	aaa	
0	0	224.0	24.0	50.0	6.0	0.0	-10.0	0.0618	-0.04999	-0.12233	0.14589	7257	20210930	161148	aaa	
0	0	224.0	24.0	40.0	6.0	0.0	-20.0	0.03921	-0.03216	-0.09709	0.10954	7267	20210930	161158	aaa	
0	0	224.0	24.0	30.0	6.0	0.0	-30.0	0.02505	-0.02113	-0.07467	0.08155	7277	20210930	161208	aaa	
0	0	224.0	24.0	20.0	6.0	0.0	-40.0	0.016308	-0.014097	-0.05686	0.06081	7286	20210930	161218	aaa	
0	0	224.0	24.0	10.0	6.0	0.0	-50.0	0.01089	-0.009569	-0.04333	0.04569	7296	20210930	161228	aaa	
0	0	222.0	24.0	10.0	4.0	0.0	-50.0	0.011988	-0.010013	-0.04256	0.04533	7304	20210930	161235	aaa	
0	0	222.0	24.0	20.0	4.0	0.0	-40.0	0.017759	-0.01487	-0.0556	0.06023	7314	20210930	161245	aaa	
0	0	222.0	24.0	30.0	4.0	0.0	-30.0	0.026891	-0.022509	-0.07258	0.08061	7323	20210930	161255	aaa	
0	0	222.0	24.0	40.0	4.0	0.0	-20.0	0.04139	-0.03456	-0.09364	0.10805	7333	20210930	161305	aaa	
0	0	222.0	24.0	50.0	4.0	0.0	-10.0	0.06392	-0.05372	-0.11679	0.14357	7343	20210930	161314	aaa	
0	0	222.0	24.0	60.0	4.0	0.0	0.0	0.09629	-0.08583	-0.13483	0.18659	7353	20210930	161324	aaa	
0	0	222.0	24.0	70.0	4.0	0.0	10.0	0.13344	-0.15101	-0.13425	0.24214	7363	20210930	161334	aaa	
0	0	222.0	24.0	80.0	4.0	0.0	20.0	0.16999	-0.24498	-0.11809	0.32071	7373	20210930	161344	aaa	
0	0	222.0	24.0	90.0	4.0	0.0	30.0	0.21081	-0.2988	-0.08582	0.3756	7382	20210930	161354	aaa	
0	0	222.0	24.0	100.0	4.0	0.0	40.0	0.23649	-0.3245	-0.05538	0.4053	7392	20210930	161404	aaa	
0	0	222.0	24.0	110.0	4.0	0.0	50.0	0.24947	-0.3364	-0.03194	0.42	7402	20210930	161413	aaa	
0	0	222.0	24.0	120.0	4.0	0.0	60.0	0.24884	-0.3361	-0.011449	0.4184	7412	20210930	161423	aaa	
0	0	222.0	24.0	130.0	4.0	0.0	70.0	0.24287	-0.3317	0.003117	0.4111	7422	20210930	161433	aaa	
0	0	222.0	24.0	140.0	4.0	0.0	80.0	0.228	-0.3239	0.03167	0.3973	7431	20210930	161443	aaa	
0	0	222.0	24.0	150.0	4.0	0.0	90.0	0.20644	-0.3067	0.06746	0.3758	7441	20210930	161452	aaa	
0	0	222.0	24.0	160.0	4.0	0.0	100.0	0.18071	-0.2805	0.09667	0.3474	7451	20210930	161502	aaa	
0	0	222.0	24.0	170.0	4.0	0.0	110.0	0.14579	-0.2196	0.11443	0.2873	7461	20210930	161512	aaa	
0	0	222.0	24.0	180.0	4.0	0.0	120.0	0.11575	-0.1318	0.12519	0.2155	7471	20210930	161522	aaa	
0	0	222.0	24.0	190.0	4.0	0.0	130.0	0.08192	-0.07673	0.12167	0.16554	7480	20210930	161532	aaa	
0	0	222.0	24.0	200.0	4.0	0.0	140.0	0.05318	-0.04796	0.10314	0.12556	7490	20210930	161542	aaa	
0	0	222.0	24.0	210.0	4.0	0.0	150.0	0.0338	-0.03076	0.08189	0.09378	7500	20210930	161552	aaa	
0	0	222.0	24.0	220.0	4.0	0.0	160.0	0.02167	-0.02007	0.06332	0.06987	7510	20210930	161601	aaa	
0	0	222.0	24.0	230.0	4.0	0.0	170.0	0.014151	-0.013373	0.04855	0.05231	7520	20210930	161611	aaa	
0	0	220.0	24.0	230.0	2.0	0.0	170.0	0.015394	-0.014005	0.04736	0.05174	7527	20210930	161619	aaa	
0	0	220.0	24.0	220.0	2.0	0.0	160.0	0.023246	-0.021203	0.06142	0.06901	7537	20210930	161629	aaa	
0	0	220.0	24.0	210.0	2.0	0.0	150.0	0.0357	-0.03277	0.07882	0.09252	7547	20210930	161638	aaa	
0	0	220.0	24.0	200.0	2.0	0.0	140.0	0.05511	-0.05132	0.09829	0.12383	7557	20210930	161648	aaa	
0	0	220.0	24.0	190.0	2.0	0.0	130.0	0.08326	-0.08029	0.1149	0.16303	7567	20210930	161658	aaa	
0	0	220.0	24.0	180.0	2.0	0.0	120.0	0.11561	-0.12329	0.11885	0.20662	7577	20210930	161708	aaa	
0	0	220.0	24.0	170.0	2.0	0.0	110.0	0.14466	-0.17809	0.10867	0.25388	7587	20210930	161718	aaa	
0	0	220.0	24.0	160.0	2.0	0.0	100.0	0.17881	-0.22543	0.091	0.30178	7596	20210930	161728	aaa	
0	0	220.0	24.0	150.0	2.0	0.0	90.0	0.20331	-0.25305	0.0641	0.33088	7606	20210930	161738	aaa	
0	0	220.0	24.0	140.0	2.0	0.0	80.0	0.22427	-0.27229	0.02891	0.35394	7616	20210930	161747	aaa	
0	0	220.0	24.0	130.0	2.0	0.0	70.0	0.24117	-0.2834	0.002607	0.3722	7626	20210930	161757	aaa	
0	0	220.0	24.0	120.0	2.0	0.0	60.0	0.24716	-0.2885	-0.011261	0.3801	7636	20210930	161807	aaa	
0	0	220.0	24.0	110.0	2.0	0.0	50.0	0.24734	-0.2877	-0.02964	0.3806	7645	20210930	161817	aaa	
0	0	220.0	24.0	100.0	2.0	0.0	40.0	0.23418	-0.2761	-0.0507	0.3656	7655	20210930	161827	aaa	
0	0	220.0	24.0	90.0	2.0	0.0	30.0	0.2074	-0.2494	-0.07781	0.3336	7665	20210930	161836	aaa	
0	0	220.0	24.0	80.0	2.0	0.0	20.0	0.16708	-0.19791	-0.10886	0.28095	7675	20210930	161846	aaa	
0	0	220.0	24.0	70.0	2.0	0.0	10.0	0.13205	-0.13442	-0.12666	0.22704	7685	20210930	161856	aaa	
0	0	220.0	24.0	60.0	2.0	0.0	0.0	0.09684	-0.08809	-0.12736	0.18265	7695	20210930	161906	aaa	
0	0	220.0	24.0	50.0	2.0	0.0	-10.0	0.06562	-0.0574	-0.11135	0.14142	7704	20210930	161916	aaa	
0	0	220.0	24.0	40.0	2.0	0.0	-20.0	0.04327	-0.03693	-0.09015	0.1066	7714	20210930	161926	aaa	
0	0	220.0	24.0	30.0	2.0	0.0	-30.0	0.02855	-0.02384	-0.07042	0.07964	7724	20210930	161936	aaa	
0	0	220.0	24.0	20.0	2.0	0.0	-40.0	0.019097	-0.015619	-0.05427	0.05961	7734	20210930	161945	aaa	
0	0	220.0	24.0	10.0	2.0	0.0	-50.0	0.013019	-0.010442	-0.04173	0.04494	7744	20210930	161955	aaa	
0	0	218.0	24.0	10.0	0.0	0.0	-50.0	0.013988	-0.010857	-0.04081	0.04449	7751	20210930	162003	aaa	
0	0	218.0	24.0	20.0	0.0	0.0	-40.0	0.020331	-0.016352	-0.05285	0.05894	7761	20210930	162013	aaa	
0	0	218.0	24.0	30.0	0.0	0.0	-30.0	0.03005	-0.02517	-0.06817	0.07864	7771	20210930	162023	aaa	
0	0	218.0	24.0	40.0	0.0	0.0	-20.0	0.04489	-0.03928	-0.08658	0.10515	7781	20210930	162032	aaa	
0	0	218.0	24.0	50.0	0.0	0.0	-10.0	0.0669	-0.06113	-0.10597	0.13943	7791	20210930	162042	aaa	
0	0	218.0	24.0	60.0	0.0	0.0	0.0	0.0969	-0.09044	-0.1202	0.17893	7801	20210930	162052	aaa	
0	0	218.0	24.0	70.0	0.0	0.0	10.0	0.13003	-0.11781	-0.11935	0.21221	7811	20210930	162102	aaa	
0	0	218.0	24.0	80.0	0.0	0.0	20.0	0.16284	-0.15223	-0.09987	0.24427	7820	20210930	162112	aaa	
0	0	218.0	24.0	90.0	0.0	0.0	30.0	0.20268	-0.20284	-0.06955	0.29505	7830	20210930	162122	aaa	
0	0	218.0	24.0	100.0	0.0	0.0	40.0	0.23011	-0.22986	-0.04595	0.32848	7840	20210930	162132	aaa	
0	0	218.0	24.0	110.0	0.0	0.0	50.0	0.24322	-0.24096	-0.0273	0.34346	7850	20210930	162141	aaa	
0	0	218.0	24.0	120.0	0.0	0.0	60.0	0.24298	-0.24269	-0.010973	0.34359	7860	20210930	162151	aaa	
0	0	218.0	24.0	130.0	0.0	0.0	70.0	0.23735	-0.23677	0.001726	0.33524	7870	20210930	162201	aaa	
0	0	218.0	24.0	140.0	0.0	0.0	80.0	0.21871	-0.22178	0.025921	0.31256	7879	20210930	162211	aaa	
0	0	218.0	24.0	150.0	0.0	0.0	90.0	0.19846	-0.20053	0.06094	0.28863	7889	20210930	162221	aaa	
0	0	218.0	24.0	160.0	0.0	0.0	100.0	0.17558	-0.17209	0.08548	0.26028	7899	20210930	162230	aaa	
0	0	218.0	24.0	170.0	0.0	0.0	110.0	0.14212	-0.13728	0.10292	0.22279	7909	20210930	162240	aaa	
0	0	218.0	24.0	180.0	0.0	0.0	120.0	0.11505	-0.11512	0.11271	0.19798	7919	20210930	162250	aaa	
0	0	218.0	24.0	190.0	0.0	0.0	130.0	0.08422	-0.08399	0.1083	0.16086	7929	20210930	162300	aaa	
0	0	218.0	24.0	200.0	0.0	0.0	140.0	0.05675	-0.05473	0.09343	0.12225	7939	20210930	162310	aaa	
0	0	218.0	24.0	210.0	0.0	0.0	150.0	0.03738	-0.03478	0.07566	0.09128	7948	20210930	162320	aaa	
0	0	218.0	24.0	220.0	0.0	0.0	160.0	0.02469	-0.0223	0.05943	0.06811	7958	20210930	162329	aaa	
0	0	218.0	24.0	230.0	0.0	0.0	170.0	0.016549	-0.014615	0.0461	0.05112	7968	20210930	162339	aaa	
0	0	216.0	24.0	230.0	-2.0	0.0	170.0	0.017617	-0.015206	0.04479	0.05048	7976	20210930	162347	aaa	
0	0	216.0	24.0	220.0	-2.0	0.0	160.0	0.025983	-0.023377	0.05738	0.06719	7985	20210930	162357	aaa	
0	0	216.0	24.0	210.0	-2.0	0.0	150.0	0.03879	-0.03673	0.07247	0.09003	7995	20210930	162407	aaa	
0	0	216.0	24.0	200.0	-2.0	0.0	140.0	0.058	-0.05809	0.08862	0.1208	8005	20210930	162417	aaa	
0	0	216.0	24.0	190.0	-2.0	0.0	130.0	0.08473	-0.08794	0.10195	0.15908	8015	20210930	162427	aaa	
0	0	216.0	24.0	180.0	-2.0	0.0	120.0	0.11414	-0.10792	0.10696	0.19004	8025	20210930	162436	aaa	
0	0	216.0	24.0	170.0	-2.0	0.0	110.0	0.13843	-0.09681	0.0974	0.19499	8035	20210930	162446	aaa	
0	0	216.0	24.0	160.0	-2.0	0.0	100.0	0.17114	-0.12041	0.08018	0.22409	8045	20210930	162456	aaa	
0	0	216.0	24.0	150.0	-2.0	0.0	90.0	0.1922	-0.1498	0.0581	0.25052	8055	20210930	162506	aaa	
0	0	216.0	24.0	140.0	-2.0	0.0	80.0	0.21139	-0.17339	0.02275	0.27435	8064	20210930	162516	aaa	
0	0	216.0	24.0	130.0	-2.0	0.0	70.0	0.231	-0.19209	0.000559	0.30044	8074	20210930	162525	aaa	
0	0	216.0	24.0	120.0	-2.0	0.0	60.0	0.23602	-0.19875	-0.010614	0.30874	8084	20210930	162535	aaa	
0	0	216.0	24.0	110.0	-2.0	0.0	50.0	0.2369	-0.1964	-0.024986	0.30872	8094	20210930	162545	aaa	
