D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [MeV/c],"f(x',y') [mrad^2]",studied variable,Astra key,xAngle xOffset slope[mm],xAngle yOffset slope [mm],yAngle xOffset slope [mm],yAngle yOffset slope [mm]
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3RotX,Q_xrot(3),0.005,0.0,0.004,0.0
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3RotY,Q_yrot(3),0.001,0.011,0.0,0.011
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3RotZ,Q_zrot(3),0.0,-0.042,-0.005,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.007
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2Gradient,Q_grad(2),-0.028,0.0,0.0,0.295
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3Gradient,Q_grad(3),-0.334,0.0,0.0,0.06
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,sourceOffsetX,x_off,-1.291,0.0,-1.292,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,sourceOffsetY,y_off,0.001,-10.434,0.0,-10.432
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1OffsetX,Q_xoff(1),0.376,0.0,0.377,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1OffsetY,Q_yoff(1),0.001,-3.18,0.0,-3.184
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1OffsetZ,Q_pos(1),-0.003,0.0,0.0,0.037
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1RotY,Q_yrot(1),0.001,-0.006,0.0,-0.006
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1RotZ,Q_zrot(1),0.0,-0.002,0.0,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2OffsetX,Q_xoff(2),-1.902,0.0,-1.903,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2OffsetY,Q_yoff(2),0.001,18.849,0.0,18.853
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2RotX,Q_xrot(2),-0.014,0.0,-0.014,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2RotY,Q_yrot(2),0.0,0.04,0.0,0.04
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2RotZ,Q_zrot(2),0.001,0.045,0.006,0.0
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3OffsetX,Q_xoff(3),3.82,0.0,3.82,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3OffsetY,Q_yoff(3),0.001,-4.232,0.0,-4.235
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3RotY,Q_yrot(3),0.001,0.009,0.0,0.009
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3RotZ,Q_zrot(3),0.0,-0.041,-0.005,0.001
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.006
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q2Gradient,Q_grad(2),-0.024,0.0,0.0,0.286
5.0,11.315,27.865,,2.0,550,1.2838519296000002e-20,Q3Gradient,Q_grad(3),-0.333,0.0,0.0,0.051
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,sourceOffsetX,x_off,-1.065,0.0,-1.065,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,sourceOffsetY,y_off,0.001,-9.968,0.0,-9.966
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1OffsetX,Q_xoff(1),0.284,0.0,0.285,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1OffsetY,Q_yoff(1),0.001,-2.779,0.0,-2.783
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1OffsetZ,Q_pos(1),-0.002,0.0,0.0,0.032
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1RotY,Q_yrot(1),0.001,-0.005,0.0,-0.005
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2OffsetX,Q_xoff(2),-1.532,0.0,-1.533,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2OffsetY,Q_yoff(2),0.001,17.388,0.0,17.393
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2RotX,Q_xrot(2),-0.011,0.0,-0.011,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2RotY,Q_yrot(2),0.0,0.035,0.0,0.035
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2RotZ,Q_zrot(2),0.001,0.044,0.005,0.0
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3OffsetX,Q_xoff(3),3.314,0.0,3.314,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3OffsetY,Q_yoff(3),0.001,-3.639,0.0,-3.642
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3RotY,Q_yrot(3),0.001,0.008,0.0,0.008
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3RotZ,Q_zrot(3),0.0,-0.041,-0.004,0.001
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.005
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q2Gradient,Q_grad(2),-0.02,0.0,0.0,0.277
5.0,12.8,34.186,,2.0,600,1.9894501914400001e-23,Q3Gradient,Q_grad(3),-0.331,0.0,0.0,0.043
5.0,14.145,42.408,,2.0,650,1.854447769e-25,sourceOffsetX,x_off,-0.853,0.0,-0.853,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,sourceOffsetY,y_off,0.001,-9.609,0.0,-9.609
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1OffsetX,Q_xoff(1),0.211,0.0,0.212,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1OffsetY,Q_yoff(1),0.001,-2.469,0.0,-2.473
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1OffsetZ,Q_pos(1),-0.001,0.0,0.0,0.028
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2OffsetX,Q_xoff(2),-1.196,0.0,-1.197,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2OffsetY,Q_yoff(2),0.001,16.175,0.0,16.181
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2RotX,Q_xrot(2),-0.008,0.0,-0.008,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2RotY,Q_yrot(2),0.0,0.032,0.0,0.032
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2RotZ,Q_zrot(2),0.001,0.043,0.004,0.0
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3OffsetX,Q_xoff(3),2.84,0.0,2.84,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3OffsetY,Q_yoff(3),0.001,-3.094,0.0,-3.097
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3RotY,Q_yrot(3),0.001,0.006,0.0,0.006
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3RotZ,Q_zrot(3),0.0,-0.04,-0.003,0.001
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.004
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q2Gradient,Q_grad(2),-0.017,0.0,0.0,0.27
5.0,14.145,42.408,,2.0,650,1.854447769e-25,Q3Gradient,Q_grad(3),-0.329,0.0,0.0,0.035
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,sourceOffsetX,x_off,-0.62,0.0,-0.62,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,sourceOffsetY,y_off,0.001,-9.455,0.0,-9.456
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1OffsetX,Q_xoff(1),0.142,0.0,0.143,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1OffsetY,Q_yoff(1),0.001,-2.253,0.0,-2.256
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1OffsetZ,Q_pos(1),-0.001,0.0,0.0,0.026
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2OffsetX,Q_xoff(2),-0.84,0.0,-0.841,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2OffsetY,Q_yoff(2),0.001,15.22,0.0,15.228
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2RotX,Q_xrot(2),-0.005,0.0,-0.005,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2RotY,Q_yrot(2),0.0,0.03,0.0,0.03
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2RotZ,Q_zrot(2),0.001,0.042,0.003,0.0
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3OffsetX,Q_xoff(3),2.319,0.0,2.319,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3OffsetY,Q_yoff(3),0.001,-2.51,0.0,-2.513
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3RotX,Q_xrot(3),0.001,0.0,0.001,0.0
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3RotZ,Q_zrot(3),0.0,-0.04,-0.002,0.001
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.004
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q2Gradient,Q_grad(2),-0.012,0.0,0.0,0.262
5.0,15.109,55.96,,2.0,700,2.9422842758900006e-25,Q3Gradient,Q_grad(3),-0.325,0.0,0.0,0.026
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,sourceOffsetX,x_off,-1.618,0.0,-1.618,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,sourceOffsetY,y_off,0.001,-12.658,0.0,-12.654
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1OffsetX,Q_xoff(1),0.347,0.0,0.348,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1OffsetY,Q_yoff(1),0.001,-2.81,0.0,-2.815
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1OffsetZ,Q_pos(1),-0.003,0.0,0.0,0.032
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1RotY,Q_yrot(1),0.001,-0.005,0.0,-0.005
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2OffsetX,Q_xoff(2),-2.31,0.0,-2.311,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2OffsetY,Q_yoff(2),0.001,21.411,0.0,21.416
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2RotX,Q_xrot(2),-0.014,0.0,-0.014,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2RotY,Q_yrot(2),0.0,0.033,0.0,0.033
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2RotZ,Q_zrot(2),0.001,0.066,0.009,0.0
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3OffsetX,Q_xoff(3),4.583,0.0,4.583,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3OffsetY,Q_yoff(3),0.001,-4.941,0.0,-4.945
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3RotX,Q_xrot(3),0.004,0.0,0.003,0.0
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3RotY,Q_yrot(3),0.001,0.008,0.0,0.008
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3RotZ,Q_zrot(3),0.0,-0.063,-0.008,0.001
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.005
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q2Gradient,Q_grad(2),-0.038,0.0,0.0,0.413
5.0,18.899,37.47,,3.0,750,8.077342610000001e-25,Q3Gradient,Q_grad(3),-0.521,0.0,0.0,0.078
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,sourceOffsetX,x_off,-1.436,0.0,-1.436,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,sourceOffsetY,y_off,0.001,-12.115,0.0,-12.112
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1OffsetX,Q_xoff(1),0.289,0.0,0.29,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1OffsetY,Q_yoff(1),0.001,-2.518,0.0,-2.523
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1OffsetZ,Q_pos(1),-0.002,0.0,0.0,0.028
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2OffsetX,Q_xoff(2),-2.028,0.0,-2.029,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2OffsetY,Q_yoff(2),0.001,20.116,0.0,20.122
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2RotX,Q_xrot(2),-0.012,0.0,-0.012,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2RotY,Q_yrot(2),0.0,0.029,0.0,0.029
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2RotZ,Q_zrot(2),0.001,0.066,0.008,0.0
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3OffsetX,Q_xoff(3),4.176,0.0,4.176,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3OffsetY,Q_yoff(3),0.001,-4.481,0.0,-4.485
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3RotY,Q_yrot(3),0.001,0.007,0.0,0.007
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3RotZ,Q_zrot(3),0.0,-0.063,-0.007,0.001
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.005
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q2Gradient,Q_grad(2),-0.035,0.0,0.0,0.407
5.0,20.577,42.378,,3.0,800,1.1929053628999998e-24,Q3Gradient,Q_grad(3),-0.52,0.0,0.0,0.072
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,sourceOffsetX,x_off,-1.27,0.0,-1.271,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,sourceOffsetY,y_off,0.001,-11.632,0.0,-11.629
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1OffsetX,Q_xoff(1),0.241,0.0,0.242,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1OffsetY,Q_yoff(1),0.001,-2.273,0.0,-2.278
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1OffsetZ,Q_pos(1),-0.002,0.0,0.0,0.025
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2OffsetX,Q_xoff(2),-1.775,0.0,-1.776,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2OffsetY,Q_yoff(2),0.001,18.973,0.0,18.98
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2RotX,Q_xrot(2),-0.01,0.0,-0.01,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2RotY,Q_yrot(2),0.0,0.027,0.0,0.027
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2RotZ,Q_zrot(2),0.001,0.065,0.008,0.0
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3OffsetX,Q_xoff(3),3.807,0.0,3.807,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3OffsetY,Q_yoff(3),0.001,-4.067,0.0,-4.071
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3RotX,Q_xrot(3),0.003,0.0,0.002,0.0
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3RotY,Q_yrot(3),0.001,0.006,0.0,0.006
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3RotZ,Q_zrot(3),0.0,-0.063,-0.006,0.001
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.004
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q2Gradient,Q_grad(2),-0.032,0.0,0.0,0.4
5.0,22.218,47.818,,3.0,850,1.3464770596000008e-24,Q3Gradient,Q_grad(3),-0.519,0.0,0.0,0.065
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,sourceOffsetX,x_off,-1.118,0.0,-1.119,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,sourceOffsetY,y_off,0.001,-11.206,0.0,-11.204
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1OffsetX,Q_xoff(1),0.2,0.0,0.201,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1OffsetY,Q_yoff(1),0.001,-2.066,0.0,-2.071
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1OffsetZ,Q_pos(1),-0.001,0.0,0.0,0.023
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2OffsetX,Q_xoff(2),-1.546,0.0,-1.547,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2OffsetY,Q_yoff(2),0.001,17.962,0.0,17.969
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2RotX,Q_xrot(2),-0.008,0.0,-0.008,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2RotY,Q_yrot(2),0.0,0.024,0.0,0.025
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2RotZ,Q_zrot(2),0.001,0.065,0.007,0.0
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3OffsetX,Q_xoff(3),3.466,0.0,3.466,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3OffsetY,Q_yoff(3),0.001,-3.688,0.0,-3.692
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3RotZ,Q_zrot(3),0.0,-0.062,-0.006,0.001
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.004
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q2Gradient,Q_grad(2),-0.029,0.0,0.0,0.394
5.0,23.805,53.969,,3.0,900,1.6842099284000006e-24,Q3Gradient,Q_grad(3),-0.517,0.0,0.0,0.059
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,sourceOffsetX,x_off,-0.975,0.0,-0.976,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,sourceOffsetY,y_off,0.001,-10.839,0.0,-10.838
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1OffsetX,Q_xoff(1),0.166,0.0,0.167,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1OffsetY,Q_yoff(1),0.001,-1.891,0.0,-1.896
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1OffsetZ,Q_pos(1),-0.001,0.0,0.0,0.021
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1RotZ,Q_zrot(1),0.0,-0.001,0.0,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2OffsetX,Q_xoff(2),-1.332,0.0,-1.333,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2OffsetY,Q_yoff(2),0.001,17.066,0.0,17.075
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2RotX,Q_xrot(2),-0.007,0.0,-0.007,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2RotY,Q_yrot(2),0.0,0.023,0.0,0.023
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2RotZ,Q_zrot(2),0.001,0.064,0.006,0.0
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3OffsetX,Q_xoff(3),3.144,0.0,3.144,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3OffsetY,Q_yoff(3),0.001,-3.333,0.0,-3.338
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3RotX,Q_xrot(3),0.002,0.0,0.001,0.0
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3RotZ,Q_zrot(3),0.0,-0.062,-0.005,0.001
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.004
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q2Gradient,Q_grad(2),-0.026,0.0,0.0,0.389
5.0,25.316,61.126,,3.0,950,1.9162155856e-20,Q3Gradient,Q_grad(3),-0.515,0.0,0.0,0.053
5.0,26.711,69.882,,3.0,1000,1.9132878869000002e-24,sourceOffsetX,x_off,-0.836,0.0,-0.837,0.001
5.0,26.711,69.882,,3.0,1000,1.9132878869000002e-24,sourceOffsetY,y_off,0.001,-10.539,0.0,-10.539
15.0,2.698,6.255,,3.0,350,7.83003796e-27,sourceOffsetX,x_off,-5.492,0.0,-5.495,0.001
